Date,City,Source,Tickets Sold,Revenue,Season,Num_Shows,Capacity
08-Jun-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
08-Jun-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
08-Jun-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
08-Jun-22,Calgary,Archtics,4,$419.04 ,2022,10,20000
09-Jun-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
09-Jun-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
09-Jun-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
09-Jun-22,Calgary,Archtics,11,"$1,255.23 ",2022,10,20000
10-Jun-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
10-Jun-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
10-Jun-22,Calgary,Archtics,5,$340.95 ,2022,10,20000
10-Jun-22,Edmonton,Archtics,9,$531.42 ,2022,6,12000
11-Jun-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
11-Jun-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
11-Jun-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
11-Jun-22,Calgary,Archtics,2,$278.10 ,2022,10,20000
12-Jun-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
12-Jun-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
12-Jun-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
12-Jun-22,Calgary,Archtics,2,$232.38 ,2022,10,20000
13-Jun-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
13-Jun-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
13-Jun-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
13-Jun-22,Calgary,Archtics,16,"$2,019.06 ",2022,10,20000
14-Jun-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
14-Jun-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
14-Jun-22,Calgary,Archtics,4,$487.62 ,2022,10,20000
14-Jun-22,Edmonton,Archtics,10,"$1,207.62 ",2022,6,12000
15-Jun-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
15-Jun-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
15-Jun-22,Edmonton,Archtics,7,$752.37 ,2022,6,12000
15-Jun-22,Calgary,Archtics,14,"$1,478.09 ",2022,10,20000
16-Jun-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
16-Jun-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
16-Jun-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
16-Jun-22,Calgary,Archtics,2,$232.38 ,2022,10,20000
17-Jun-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
17-Jun-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
17-Jun-22,Calgary,Archtics,4,$365.72 ,2022,10,20000
17-Jun-22,Edmonton,Archtics,9,"$1,080.00 ",2022,6,12000
18-Jun-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
18-Jun-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
18-Jun-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
18-Jun-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
19-Jun-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
19-Jun-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
19-Jun-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
19-Jun-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
20-Jun-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
20-Jun-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
20-Jun-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
20-Jun-22,Calgary,Archtics,5,$493.32 ,2022,10,20000
21-Jun-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
21-Jun-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
21-Jun-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
21-Jun-22,Calgary,Archtics,14,"$1,474.26 ",2022,10,20000
22-Jun-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
22-Jun-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
22-Jun-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
22-Jun-22,Calgary,Archtics,6,$742.86 ,2022,10,20000
23-Jun-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
23-Jun-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
23-Jun-22,Calgary,Archtics,3,$348.57 ,2022,10,20000
23-Jun-22,Edmonton,Archtics,23,"$2,478.06 ",2022,6,12000
24-Jun-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
24-Jun-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
24-Jun-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
24-Jun-22,Edmonton,Archtics,4,$419.04 ,2022,6,12000
25-Jun-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
25-Jun-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
25-Jun-22,Calgary,Archtics,2,$232.38 ,2022,10,20000
25-Jun-22,Edmonton,Archtics,4,$251.44 ,2022,6,12000
26-Jun-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
26-Jun-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
26-Jun-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
26-Jun-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
27-Jun-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
27-Jun-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
27-Jun-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
27-Jun-22,Calgary,Archtics,15,"$1,537.11 ",2022,10,20000
28-Jun-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
28-Jun-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
28-Jun-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
28-Jun-22,Calgary,Archtics,5,$523.80 ,2022,10,20000
29-Jun-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
29-Jun-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
29-Jun-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
29-Jun-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
30-Jun-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
30-Jun-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
30-Jun-22,Edmonton,Archtics,2,$232.38 ,2022,6,12000
30-Jun-22,Calgary,Archtics,6,$537.15 ,2022,10,20000
01-Jul-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
01-Jul-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
01-Jul-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
01-Jul-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
02-Jul-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
02-Jul-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
02-Jul-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
02-Jul-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
03-Jul-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
03-Jul-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
03-Jul-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
03-Jul-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
04-Jul-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
04-Jul-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
04-Jul-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
04-Jul-22,Calgary,Archtics,10,"$1,100.94 ",2022,10,20000
05-Jul-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
05-Jul-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
05-Jul-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
05-Jul-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
06-Jul-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
06-Jul-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
06-Jul-22,Calgary,Archtics,5,$440.00 ,2022,10,20000
06-Jul-22,Edmonton,Archtics,6,$697.14 ,2022,6,12000
07-Jul-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
07-Jul-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
07-Jul-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
07-Jul-22,Calgary,Archtics,2,$179.04 ,2022,10,20000
08-Jul-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
08-Jul-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
08-Jul-22,Edmonton,Archtics,2,$179.04 ,2022,6,12000
08-Jul-22,Calgary,Archtics,6,$697.14 ,2022,10,20000
09-Jul-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
09-Jul-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
09-Jul-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
09-Jul-22,Edmonton,Archtics,2,$278.10 ,2022,6,12000
10-Jul-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
10-Jul-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
10-Jul-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
10-Jul-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
11-Jul-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
11-Jul-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
11-Jul-22,Edmonton,Archtics,2,$130.96 ,2022,6,12000
11-Jul-22,Calgary,Archtics,4,$510.48 ,2022,10,20000
12-Jul-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
12-Jul-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
12-Jul-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
12-Jul-22,Edmonton,Archtics,8,$929.52 ,2022,6,12000
13-Jul-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
13-Jul-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
13-Jul-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
13-Jul-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
14-Jul-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
14-Jul-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
14-Jul-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
14-Jul-22,Calgary,Archtics,7,$600.01 ,2022,10,20000
15-Jul-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
15-Jul-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
15-Jul-22,Edmonton,Archtics,2,$278.10 ,2022,6,12000
15-Jul-22,Calgary,Archtics,34,"$3,630.42 ",2022,10,20000
16-Jul-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
16-Jul-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
16-Jul-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
16-Jul-22,Calgary,Archtics,2,$87.62 ,2022,10,20000
17-Jul-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
17-Jul-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
17-Jul-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
17-Jul-22,Calgary,Archtics,6,$377.16 ,2022,10,20000
18-Jul-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
18-Jul-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
18-Jul-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
18-Jul-22,Edmonton,Archtics,3,$348.57 ,2022,6,12000
19-Jul-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
19-Jul-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
19-Jul-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
19-Jul-22,Calgary,Archtics,3,$348.57 ,2022,10,20000
20-Jul-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
20-Jul-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
20-Jul-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
20-Jul-22,Calgary,Archtics,2,$209.52 ,2022,10,20000
21-Jul-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
21-Jul-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
21-Jul-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
21-Jul-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
22-Jul-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
22-Jul-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
22-Jul-22,Calgary,Archtics,6,$514.28 ,2022,10,20000
22-Jul-22,Edmonton,Archtics,6,$742.86 ,2022,6,12000
23-Jul-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
23-Jul-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
23-Jul-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
23-Jul-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
24-Jul-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
24-Jul-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
24-Jul-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
24-Jul-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
25-Jul-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
25-Jul-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
25-Jul-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
25-Jul-22,Calgary,Archtics,5,$523.80 ,2022,10,20000
26-Jul-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
26-Jul-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
26-Jul-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
26-Jul-22,Calgary,Archtics,2,$209.52 ,2022,10,20000
27-Jul-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
27-Jul-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
27-Jul-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
27-Jul-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
28-Jul-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
28-Jul-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
28-Jul-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
28-Jul-22,Edmonton,Archtics,6,$697.14 ,2022,6,12000
29-Jul-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
29-Jul-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
29-Jul-22,Edmonton,Archtics,3,$314.28 ,2022,6,12000
29-Jul-22,Calgary,Archtics,6,$697.14 ,2022,10,20000
30-Jul-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
30-Jul-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
30-Jul-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
30-Jul-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
31-Jul-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
31-Jul-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
31-Jul-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
31-Jul-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
01-Aug-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
01-Aug-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
01-Aug-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
01-Aug-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
02-Aug-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
02-Aug-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
02-Aug-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
02-Aug-22,Edmonton,Archtics,4,$438.09 ,2022,6,12000
03-Aug-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
03-Aug-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
03-Aug-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
03-Aug-22,Calgary,Archtics,3,$314.28 ,2022,10,20000
04-Aug-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
04-Aug-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
04-Aug-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
04-Aug-22,Calgary,Archtics,2,$232.38 ,2022,10,20000
05-Aug-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
05-Aug-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
05-Aug-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
05-Aug-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
06-Aug-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
06-Aug-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
06-Aug-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
06-Aug-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
07-Aug-22,Calgary,Ticketmaster,0,$0.00 ,2022,10,20000
07-Aug-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
07-Aug-22,Edmonton,Ticketmaster,0,$0.00 ,2022,6,12000
07-Aug-22,Calgary,Archtics,3,$131.43 ,2022,10,20000
08-Aug-22,Edmonton,Archtics,3,$348.57 ,2022,6,12000
08-Aug-22,Calgary,Archtics,18,"$1,920.00 ",2022,10,20000
08-Aug-22,Edmonton,Ticketmaster,247,"$27,295.09 ",2022,6,12000
08-Aug-22,Calgary,Ticketmaster,449,"$49,354.03 ",2022,10,20000
09-Aug-22,Edmonton,Archtics,5,$314.30 ,2022,6,12000
09-Aug-22,Calgary,Archtics,20,"$1,790.20 ",2022,10,20000
09-Aug-22,Edmonton,Ticketmaster,93,"$10,339.71 ",2022,6,12000
09-Aug-22,Calgary,Ticketmaster,170,"$19,254.90 ",2022,10,20000
10-Aug-22,Edmonton,Archtics,9,"$1,021.83 ",2022,6,12000
10-Aug-22,Calgary,Archtics,34,"$3,576.52 ",2022,10,20000
10-Aug-22,Edmonton,Ticketmaster,85,"$9,084.95 ",2022,6,12000
10-Aug-22,Calgary,Ticketmaster,224,"$26,748.28 ",2022,10,20000
11-Aug-22,Edmonton,Archtics,5,$462.84 ,2022,6,12000
11-Aug-22,Edmonton,Ticketmaster,89,"$10,859.83 ",2022,6,12000
11-Aug-22,Calgary,Archtics,93,"$9,676.88 ",2022,10,20000
11-Aug-22,Calgary,Ticketmaster,169,"$20,902.43 ",2022,10,20000
12-Aug-22,Edmonton,Ticketmaster,13,"$1,502.11 ",2022,6,12000
12-Aug-22,Edmonton,Archtics,20,"$1,066.68 ",2022,6,12000
12-Aug-22,Calgary,Ticketmaster,21,"$2,176.87 ",2022,10,20000
12-Aug-22,Calgary,Archtics,22,"$2,568.33 ",2022,10,20000
13-Aug-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
13-Aug-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
13-Aug-22,Calgary,Ticketmaster,8,$969.76 ,2022,10,20000
13-Aug-22,Edmonton,Ticketmaster,11,"$1,292.17 ",2022,6,12000
14-Aug-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
14-Aug-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
14-Aug-22,Edmonton,Ticketmaster,12,"$1,544.64 ",2022,6,12000
14-Aug-22,Calgary,Ticketmaster,33,"$3,406.51 ",2022,10,20000
15-Aug-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
15-Aug-22,Calgary,Archtics,9,$649.54 ,2022,10,20000
15-Aug-22,Calgary,Ticketmaster,28,"$2,814.16 ",2022,10,20000
15-Aug-22,Edmonton,Ticketmaster,31,"$3,241.57 ",2022,6,12000
16-Aug-22,Calgary,Archtics,4,$373.32 ,2022,10,20000
16-Aug-22,Edmonton,Archtics,4,$440.88 ,2022,6,12000
16-Aug-22,Edmonton,Ticketmaster,19,"$2,366.93 ",2022,6,12000
16-Aug-22,Calgary,Ticketmaster,41,"$4,941.27 ",2022,10,20000
17-Aug-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
17-Aug-22,Edmonton,Ticketmaster,23,"$3,006.81 ",2022,6,12000
17-Aug-22,Calgary,Archtics,34,"$3,713.22 ",2022,10,20000
17-Aug-22,Calgary,Ticketmaster,37,"$5,081.39 ",2022,10,20000
18-Aug-22,Calgary,Archtics,2,$157.08 ,2022,10,20000
18-Aug-22,Edmonton,Archtics,2,$209.52 ,2022,6,12000
18-Aug-22,Edmonton,Ticketmaster,10,"$1,019.70 ",2022,6,12000
18-Aug-22,Calgary,Ticketmaster,30,"$3,284.10 ",2022,10,20000
19-Aug-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
19-Aug-22,Edmonton,Ticketmaster,5,$647.35 ,2022,6,12000
19-Aug-22,Calgary,Ticketmaster,9,$707.23 ,2022,10,20000
19-Aug-22,Calgary,Archtics,21,"$1,466.12 ",2022,10,20000
20-Aug-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
20-Aug-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
20-Aug-22,Edmonton,Ticketmaster,6,$844.82 ,2022,6,12000
20-Aug-22,Calgary,Ticketmaster,19,"$1,641.93 ",2022,10,20000
21-Aug-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
21-Aug-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
21-Aug-22,Edmonton,Ticketmaster,10,"$1,259.70 ",2022,6,12000
21-Aug-22,Calgary,Ticketmaster,24,"$2,494.28 ",2022,10,20000
22-Aug-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
22-Aug-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
22-Aug-22,Edmonton,Ticketmaster,11,"$1,172.17 ",2022,6,12000
22-Aug-22,Calgary,Ticketmaster,24,"$3,014.28 ",2022,10,20000
23-Aug-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
23-Aug-22,Calgary,Archtics,1,$116.19 ,2022,10,20000
23-Aug-22,Edmonton,Ticketmaster,17,"$1,866.99 ",2022,6,12000
23-Aug-22,Calgary,Ticketmaster,22,"$1,774.34 ",2022,10,20000
24-Aug-22,Edmonton,Ticketmaster,6,$674.82 ,2022,6,12000
24-Aug-22,Calgary,Ticketmaster,16,"$1,399.52 ",2022,10,20000
24-Aug-22,Edmonton,Archtics,60,"$6,283.80 ",2022,6,12000
24-Aug-22,Calgary,Archtics,102,"$10,598.72 ",2022,10,20000
25-Aug-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
25-Aug-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
25-Aug-22,Calgary,Ticketmaster,8,"$1,079.76 ",2022,10,20000
25-Aug-22,Edmonton,Ticketmaster,10,$814.70 ,2022,6,12000
26-Aug-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
26-Aug-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
26-Aug-22,Calgary,Ticketmaster,4,$389.88 ,2022,10,20000
26-Aug-22,Edmonton,Ticketmaster,15,"$1,212.05 ",2022,6,12000
27-Aug-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
27-Aug-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
27-Aug-22,Edmonton,Ticketmaster,3,$412.41 ,2022,6,12000
27-Aug-22,Calgary,Ticketmaster,24,"$2,274.28 ",2022,10,20000
28-Aug-22,Calgary,Archtics,3,$314.28 ,2022,10,20000
28-Aug-22,Edmonton,Archtics,3,$314.19 ,2022,6,12000
28-Aug-22,Calgary,Ticketmaster,13,"$1,612.11 ",2022,10,20000
28-Aug-22,Edmonton,Ticketmaster,14,"$1,719.58 ",2022,6,12000
29-Aug-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
29-Aug-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
29-Aug-22,Edmonton,Ticketmaster,10,$974.70 ,2022,6,12000
29-Aug-22,Calgary,Ticketmaster,26,"$2,864.22 ",2022,10,20000
30-Aug-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
30-Aug-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
30-Aug-22,Edmonton,Ticketmaster,14,"$1,224.58 ",2022,6,12000
30-Aug-22,Calgary,Ticketmaster,17,"$2,106.99 ",2022,10,20000
31-Aug-22,Edmonton,Archtics,-1,($104.76),2022,6,12000
31-Aug-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
31-Aug-22,Calgary,Ticketmaster,6,$344.82 ,2022,10,20000
31-Aug-22,Edmonton,Ticketmaster,16,"$1,999.52 ",2022,6,12000
01-Sep-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
01-Sep-22,Edmonton,Archtics,2,$209.52 ,2022,6,12000
01-Sep-22,Calgary,Ticketmaster,6,$774.82 ,2022,10,20000
01-Sep-22,Edmonton,Ticketmaster,9,$722.23 ,2022,6,12000
02-Sep-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
02-Sep-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
02-Sep-22,Calgary,Ticketmaster,2,$114.94 ,2022,10,20000
02-Sep-22,Edmonton,Ticketmaster,10,$894.70 ,2022,6,12000
03-Sep-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
03-Sep-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
03-Sep-22,Edmonton,Ticketmaster,3,$412.41 ,2022,6,12000
03-Sep-22,Calgary,Ticketmaster,8,$822.51 ,2022,10,20000
04-Sep-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
04-Sep-22,Calgary,Ticketmaster,11,"$1,362.17 ",2022,10,20000
04-Sep-22,Calgary,Archtics,12,"$1,371.42 ",2022,10,20000
04-Sep-22,Edmonton,Ticketmaster,18,"$2,229.46 ",2022,6,12000
05-Sep-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
05-Sep-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
05-Sep-22,Edmonton,Ticketmaster,10,"$1,274.70 ",2022,6,12000
05-Sep-22,Calgary,Ticketmaster,18,"$1,184.46 ",2022,10,20000
06-Sep-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
06-Sep-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
06-Sep-22,Calgary,Ticketmaster,17,"$1,796.99 ",2022,10,20000
06-Sep-22,Edmonton,Ticketmaster,33,"$3,076.51 ",2022,6,12000
07-Sep-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
07-Sep-22,Calgary,Archtics,6,$628.56 ,2022,10,20000
07-Sep-22,Edmonton,Ticketmaster,14,"$1,229.58 ",2022,6,12000
07-Sep-22,Calgary,Ticketmaster,43,"$4,268.71 ",2022,10,20000
08-Sep-22,Calgary,Archtics,0,$0.00 ,2022,10,20000
08-Sep-22,Edmonton,Archtics,0,$0.00 ,2022,6,12000
08-Sep-22,Edmonton,Ticketmaster,15,"$1,287.05 ",2022,6,12000
